Additional_Commitment_W,Total_Bid_W,Expected_Revenue_dollar_per_MWh,Expected_Penalties_dollar_per_MWh,Net_Profit_dollar_per_MWh
911.8181818181819,4141.818181818182,207.0909090909091,0,207.0909090909091
929.6969696969697,4159.69696969697,207.9848484848485,0,207.9848484848485
947.5757575757576,4177.575757575758,208.8787878787879,0,208.8787878787879
965.4545454545455,4195.454545454546,209.77272727272728,0,209.77272727272728
983.3333333333334,4213.333333333333,210.66666666666666,0,210.66666666666666
1001.2121212121212,4231.212121212121,211.56060606060606,0,211.56060606060606
1019.0909090909091,4249.090909090909,212.45454545454544,0,212.45454545454544
1036.969696969697,4266.969696969697,213.34848484848487,0,213.34848484848487
1054.8484848484848,4284.848484848485,214.24242424242425,0,214.24242424242425
1072.7272727272727,4302.727272727273,215.13636363636365,0,215.13636363636365
1090.6060606060605,4320.60606060606,216.030303030303,0,216.030303030303
1108.4848484848485,4338.484848484848,216.9242424242424,0,216.9242424242424
1126.3636363636363,4356.363636363636,217.81818181818178,0,217.81818181818178
1144.2424242424242,4374.242424242424,218.71212121212122,0,218.71212121212122
1162.1212121212122,4392.121212121212,219.6060606060606,0,219.6060606060606
1180.0,4410.0,220.5,0,220.5
1197.878787878788,4427.878787878788,221.3939393939394,0,221.3939393939394
1215.7575757575758,4445.757575757576,222.28787878787878,0,222.28787878787878
1233.6363636363637,4463.636363636364,223.18181818181822,0,223.18181818181822
1251.5151515151515,4481.515151515152,224.0757575757576,0,224.0757575757576
1269.3939393939395,4499.39393939394,224.969696969697,0,224.969696969697
1287.2727272727273,4517.272727272727,225.86363636363635,0,225.86363636363635
1305.1515151515152,4535.151515151515,226.75757575757575,0,226.75757575757575
1323.030303030303,4553.030303030303,227.65151515151513,0,227.65151515151513
1340.909090909091,4570.909090909091,228.54545454545456,0,228.54545454545456
1358.7878787878788,4588.787878787879,229.43939393939394,0,229.43939393939394
1376.6666666666667,4606.666666666667,230.33333333333334,0,230.33333333333334
1394.5454545454545,4624.545454545454,231.22727272727272,0,231.22727272727272
1412.4242424242425,4642.424242424242,232.1212121212121,0,232.1212121212121
1430.3030303030303,4660.30303030303,233.0151515151515,0,233.0151515151515
1448.1818181818182,4678.181818181818,233.9090909090909,0,233.9090909090909
1466.060606060606,4696.060606060606,234.8030303030303,0,234.8030303030303
1483.939393939394,4713.939393939394,235.6969696969697,0,235.6969696969697
1501.8181818181818,4731.818181818182,236.5909090909091,0,236.5909090909091
1519.6969696969697,4749.69696969697,237.4848484848485,0,237.4848484848485
1537.5757575757575,4767.575757575758,238.3787878787879,0,238.3787878787879
1555.4545454545455,4785.454545454546,239.27272727272728,0,239.27272727272728
1573.3333333333333,4803.333333333333,240.16666666666666,0,240.16666666666666
1591.2121212121212,4821.212121212121,241.06060606060606,0,241.06060606060606
1609.090909090909,4839.090909090909,241.95454545454544,0,241.95454545454544
1626.969696969697,4856.969696969697,242.84848484848487,0,242.84848484848487
1644.8484848484848,4874.848484848485,243.74242424242425,0,243.74242424242425
1662.7272727272727,4892.727272727273,244.63636363636365,0,244.63636363636365
1680.6060606060605,4910.60606060606,245.530303030303,0,245.530303030303
1698.4848484848485,4928.484848484848,246.4242424242424,0,246.4242424242424
1716.3636363636365,4946.363636363636,247.31818181818178,0,247.31818181818178
1734.2424242424242,4964.242424242424,248.21212121212122,0,248.21212121212122
1752.1212121212122,4982.121212121212,249.1060606060606,0,249.1060606060606
1770.0,5000.0,250.0,0,250.0
