datetime,actual,Random Forest,Gradient Boosting,Prophet-like,SARIMAX-like,XGBoost-like,Random Forest_error,Random Forest_abs_error,Gradient Boosting_error,Gradient Boosting_abs_error,Prophet-like_error,Prophet-like_abs_error,SARIMAX-like_error,SARIMAX-like_abs_error,XGBoost-like_error,XGBoost-like_abs_error,ensemble_mean,ensemble_median,weighted_ensemble,adaptive_selection,hybrid_prediction
2023-10-19 15:00:00,2262.946529014362,1157.4003609777203,1045.0155386977494,1331.8152256730416,707.9633536970819,1336.5668539733097,1105.5461680366418,1105.5461680366418,1217.9309903166127,1217.9309903166127,931.1313033413205,931.1313033413205,1554.9831753172803,1554.9831753172803,926.3796750410525,926.3796750410525,1115.7522666037805,1157.4003609777203,1115.7522666037805,1198.6558805642153,1184.7862682658167
2023-10-19 16:00:00,1336.3828390620547,968.355070917031,1006.6880336441167,1074.9821571718903,707.9633536970819,1230.7891047539006,368.02776814502374,368.02776814502374,329.694805417938,329.694805417938,261.4006818901644,261.4006818901644,628.4194853649728,628.4194853649728,105.59373430815413,105.59373430815413,997.7555440368039,1006.6880336441167,997.755544036804,1055.9054230040238,1061.8072198703894
2023-10-19 17:00:00,789.6317635265871,774.1881413892021,536.1495398859793,809.5221337564419,707.9633536970819,670.6463115037833,15.443622137384978,15.443622137384978,253.4822236406078,253.4822236406078,-19.890370229854852,19.890370229854852,81.66840982950521,81.66840982950521,118.98545202280377,118.98545202280377,699.6938960464976,707.9633536970819,699.6938960464977,720.7773188207651,700.2094059702349
2023-10-19 18:00:00,50.9989387367633,47.39009739373188,36.77830322437026,589.2125441763528,707.9633536970819,40.32388745641111,3.608841343031422,3.608841343031422,14.220635512393038,14.220635512393038,-538.2136054395895,538.2136054395895,-656.9644149603185,656.9644149603185,10.675051280352193,10.675051280352193,284.3336371895896,47.39009739373188,284.3336371895896,116.35329635129295,185.1375849914649
2023-10-19 19:00:00,55.730946861827654,42.01579492134825,33.93148029889748,591.4668898816033,707.9633536970819,49.13434629669311,13.715151940479402,13.715151940479402,21.79946656293017,21.79946656293017,-535.7359430197756,535.7359430197756,-652.2324068352542,652.2324068352542,6.596600565134544,6.596600565134544,284.9023730191248,49.13434629669311,284.90237301912487,475.36571233232166,294.8877694685975
2023-10-19 20:00:00,212.80169319065016,32.27326877055081,34.38195840675056,528.6292993239578,707.9633536970819,19.48398991532087,180.52842442009936,180.52842442009936,178.4197347838996,178.4197347838996,-315.8276061333076,315.8276061333076,-495.1616605064317,495.1616605064317,193.31770327532928,193.31770327532928,264.5463740227324,34.38195840675056,264.5463740227324,452.08871879804525,271.7966006338439
2023-10-19 21:00:00,4.757039508893205,52.532288757955264,35.47681937149442,591.4642836046067,707.9633536970819,36.52871262931107,-47.77524924906206,47.77524924906206,-30.719779862601218,30.719779862601218,-586.7072440957136,586.7072440957136,-703.2063141881887,703.2063141881887,-31.77167312041787,31.77167312041787,284.7930916120898,52.532288757955264,284.79309161208994,476.3843131876014,292.6175822881876
2023-10-19 22:00:00,0.0,46.30203841624095,37.070538103612485,587.0750342872068,707.9633536970819,37.094119777143945,-46.30203841624095,46.30203841624095,-37.070538103612485,37.070538103612485,-587.0750342872068,587.0750342872068,-707.9633536970819,707.9633536970819,-37.094119777143945,37.094119777143945,283.1010168562572,46.30203841624095,283.1010168562572,473.19846328986705,290.92887137051747
2023-10-19 23:00:00,155.22780576075414,61.79727347313239,38.14369759418352,627.0081895232373,707.9633536970819,47.482682383721816,93.43053228762174,93.43053228762174,117.08410816657062,117.08410816657062,-471.7803837624832,471.7803837624832,-552.7355479363277,552.7355479363277,107.74512337703231,107.74512337703231,296.47903933427136,61.79727347313239,296.4790393342714,489.82698037774367,304.68415025720316
2023-10-20 00:00:00,0.0,45.284583175077074,39.01445522703108,406.717474996475,707.9633536970819,40.89945813914642,-45.284583175077074,45.284583175077074,-39.01445522703108,39.01445522703108,-406.717474996475,406.717474996475,-707.9633536970819,707.9633536970819,-40.89945813914642,40.89945813914642,247.97586504696227,45.284583175077074,247.9758650469623,418.78595893029836,257.8036118303999
2023-10-20 01:00:00,87.60243380191018,56.603642986500056,39.69582044686549,418.91354429848803,707.9633536970819,39.841270240078195,30.998790815410125,30.998790815410125,47.90661335504469,47.90661335504469,-331.31111049657784,331.31111049657784,-620.3609198951717,620.3609198951717,47.761163561831985,47.761163561831985,252.60352633380276,56.603642986500056,252.60352633380273,425.8404976643292,262.02216651421577
2023-10-20 02:00:00,19.43898385966392,52.57873277066428,39.69582044686549,451.0112142000416,707.9633536970819,35.06532986596071,-33.13974891100036,33.13974891100036,-20.25683658720157,20.25683658720157,-431.5722303403777,431.5722303403777,-688.5243698374179,688.5243698374179,-15.626346006296792,15.626346006296792,257.2628901961228,52.57873277066428,257.26289019612284,434.2623255700445,265.92320874226687
2023-10-20 03:00:00,92.09749161571598,56.648419273657126,39.01445522703108,415.37980118509046,707.9633536970819,40.301924348430674,35.449072342058855,35.449072342058855,53.0830363886849,53.0830363886849,-323.2823095693745,323.2823095693745,-615.8658620813659,615.8658620813659,51.79556726728531,51.79556726728531,251.86159074625826,56.648419273657126,251.86159074625826,424.793807616457,261.42932252775233
2023-10-20 04:00:00,72.54482770867018,39.23797920317489,38.402628782701896,406.91092367159405,707.9633536970819,38.78752260517712,33.306848505495296,33.306848505495296,34.14219892596829,34.14219892596829,-334.36609596292385,334.36609596292385,-635.4185259884117,635.4185259884117,33.75730510349307,33.75730510349307,246.26048159194596,39.23797920317489,246.260481591946,417.03001234126344,255.99674901938744
2023-10-20 05:00:00,0.0,48.245414320924695,40.87304622769414,431.68779860232587,61.36846275683252,38.01916988156456,-48.245414320924695,48.245414320924695,-40.87304622769414,40.87304622769414,-431.68779860232587,431.68779860232587,-61.36846275683252,61.36846275683252,-38.01916988156456,38.01916988156456,124.03877835786837,48.245414320924695,100.78939726228252,168.52734897970817,113.20661352048378
2023-10-20 06:00:00,0.0,43.62585257632531,39.69582044686549,397.6724850042647,66.57441295384297,59.39388495797182,-43.62585257632531,43.62585257632531,-39.69582044686549,39.69582044686549,-397.6724850042647,397.6724850042647,-66.57441295384297,66.57441295384297,-59.39388495797182,59.39388495797182,121.39249118785406,59.39388495797182,101.68463659556141,71.68625387427788,88.16854237011697
2023-10-20 07:00:00,537.6445696757721,738.9715851146077,619.7863492180891,640.5951486958705,483.0944127188015,656.6731143571857,-201.3270154388356,201.3270154388356,-82.14177954231695,82.14177954231695,-102.95057902009842,102.95057902009842,54.550156956970625,54.550156956970625,-119.02854468141356,119.02854468141356,627.8241220209109,640.5951486958705,649.243931306734,680.9378049592721,655.9539681554211
2023-10-20 08:00:00,1215.6076844786596,1555.9837944469057,1500.0174340141523,986.1448283885497,726.0440541566835,1478.6586285408753,-340.37610996824606,340.37610996824606,-284.40974953549267,284.40974953549267,229.46285609010988,229.46285609010988,489.5636303219761,489.5636303219761,-263.05094406221565,263.05094406221565,1249.369747909433,1478.6586285408753,1356.7178797663128,1440.802030713855,1384.8616484341119
2023-10-20 09:00:00,2046.5350785038802,2199.8099219258775,2143.9960745688354,1250.206028999686,1163.203988149904,2147.7483086892526,-153.27484342199728,153.27484342199728,-97.46099606495522,97.46099606495522,796.3290495041942,796.3290495041942,883.3310903539762,883.3310903539762,-101.21323018537237,101.21323018537237,1780.9928644667111,2143.9960745688354,1934.1989859825617,2058.54632071714,1983.5718266411034
2023-10-20 10:00:00,2171.5267494776303,2411.1380369923777,2391.0858483066827,1302.5387873958432,1994.941504655191,2394.225320316238,-239.61128751474735,239.61128751474735,-219.55909882905235,219.55909882905235,868.9879620817871,868.9879620817871,176.58524482243934,176.58524482243934,-222.6985708386078,222.6985708386078,2098.7858995332667,2391.0858483066827,2213.712447273395,2312.3585807518025,2256.42355237746
2023-10-20 11:00:00,2548.369463726254,2843.763800032052,2793.844371889086,1252.3082879040574,1593.14036850303,2695.32846660655,-295.39433630579833,295.39433630579833,-245.47490816283198,245.47490816283198,1296.0611758221964,1296.0611758221964,955.2290952232238,955.2290952232238,-146.95900288029634,146.95900288029634,2235.677058986955,2695.32846660655,2469.406658693086,2616.807177690873,2512.0652560338885
2023-10-20 12:00:00,2347.9694836276662,2595.9452537017005,2584.1845468065926,1060.7388986791832,2006.0988336158612,2450.988398503455,-247.97577007403424,247.97577007403424,-236.21506317892636,236.21506317892636,1287.230584948483,1287.230584948483,341.8706500118051,341.8706500118051,-103.0189148757886,103.0189148757886,2139.5911862613584,2450.988398503455,2320.4976914263348,2415.5519769101243,2338.9308174539
2023-10-20 13:00:00,2575.2177638947296,2570.850573059779,2541.727231168651,1202.90558754145,2059.016080066799,2517.8292133964696,4.367190834950634,4.367190834950634,33.49053272607853,33.49053272607853,1372.3121763532797,1372.3121763532797,516.2016838279305,516.2016838279305,57.388550498259974,57.388550498259974,2178.46573704663,2517.8292133964696,2369.8237014574056,2437.2287143568415,2381.374714832894
2023-10-20 14:00:00,2400.7620951650642,2431.467812138553,2259.101014629118,1245.9011155872047,2523.2268647792307,2289.512605642998,-30.70571697348896,30.70571697348896,141.66108053594644,141.66108053594644,1154.8609795778596,1154.8609795778596,-122.46476961416647,122.46476961416647,111.24948952206614,111.24948952206614,2149.841882555421,2289.512605642998,2251.150653058016,2304.3934713149465,2254.5341349515725
2023-10-20 15:00:00,2051.4340782012414,2303.5432149501767,2225.256938377763,1072.5364142636415,2035.0869715242918,2136.23806113336,-252.10913674893527,252.10913674893527,-173.82286017652177,173.82286017652177,978.8976639375999,978.8976639375999,16.34710667694958,16.34710667694958,-84.80398293211874,84.80398293211874,1954.5323200498467,2136.23806113336,2121.928838543018,2148.648400335033,2099.3272479000566
2023-10-20 16:00:00,1338.8609944773586,1253.3887079177161,1186.2700134700524,888.7069271483034,1882.8035532368478,1254.014776177226,85.4722865596425,85.4722865596425,152.59098100730625,152.59098100730625,450.15406732905524,450.15406732905524,-543.9425587594892,543.9425587594892,84.8462183001327,84.8462183001327,1293.036795590029,1253.3887079177161,1257.245937978741,1265.4709546972629,1266.2253821562522
2023-10-20 17:00:00,686.1789294683814,716.5555573567667,842.7408679851958,613.1956546635706,949.3315629119408,650.3820422291576,-30.376627888385315,30.376627888385315,-156.5619385168144,156.5619385168144,72.98327480481078,72.98327480481078,-263.15263344355935,263.15263344355935,35.79688723922379,35.79688723922379,754.4411370293262,716.5555573567667,737.832704467655,708.0691767202518,714.7352002080688
2023-10-20 18:00:00,0.0,41.898088066605666,35.500986628596436,395.86302078828135,93.56696160610802,43.395956890774144,-41.898088066605666,41.898088066605666,-35.500986628596436,35.500986628596436,-395.86302078828135,395.86302078828135,-93.56696160610802,93.56696160610802,-43.395956890774144,43.395956890774144,122.04500279607313,43.395956890774144,60.80424715009351,66.39152313269645,71.24692302220645
2023-10-20 19:00:00,0.0,52.241542800366666,36.18235184843085,407.5400293866476,43.11425742898494,35.47706124506236,-52.241542800366666,52.241542800366666,-36.18235184843085,36.18235184843085,-407.5400293866476,407.5400293866476,-43.11425742898494,43.11425742898494,-35.47706124506236,35.47706124506236,114.91104854189848,43.11425742898494,58.95546422922641,152.44198901628374,93.49685793104521
2023-10-20 20:00:00,22.808652833895817,54.28155024336236,35.57832754520621,452.7400103919159,46.36823663448908,34.39219271790672,-31.472897409466544,31.472897409466544,-12.76967471131039,12.76967471131039,-429.9313575580201,429.9313575580201,-23.559583800593263,23.559583800593263,-11.5835398840109,11.5835398840109,124.67206350657607,46.36823663448908,61.71458633484789,168.27976876171715,100.81115777386606
2023-10-20 21:00:00,0.0,35.282068952665924,36.18235184843085,419.78582841338624,35.352472410424475,31.310602969857406,-35.282068952665924,35.282068952665924,-36.18235184843085,36.18235184843085,-419.78582841338624,419.78582841338624,-35.352472410424475,35.352472410424475,-31.310602969857406,31.310602969857406,111.58266491895299,35.352472410424475,51.91564259252575,150.682479211313,89.35809011891371
2023-10-20 22:00:00,106.60354540063072,48.379804144158186,33.813166721501744,414.48883383848954,44.37518675796303,23.30290187105484,58.223741256472536,58.223741256472536,72.79037867912898,72.79037867912898,-307.88528843785883,307.88528843785883,62.22835864266769,62.22835864266769,83.30064352957588,83.30064352957588,112.87197866663345,44.37518675796303,52.47464226845961,155.40928088212098,89.60015305271183
2023-10-20 23:00:00,0.0,42.749332772854196,39.65986842973343,439.43965883254674,50.307590735459165,44.00940546507264,-42.749332772854196,42.749332772854196,-39.65986842973343,39.65986842973343,-439.43965883254674,439.43965883254674,-50.307590735459165,50.307590735459165,-44.00940546507264,44.00940546507264,123.23317124713324,44.00940546507264,61.854514442990556,165.15775558346948,101.55219635037919
2023-10-21 00:00:00,15.384532167798442,39.686489255954754,39.74210233176188,401.49655064679723,59.810644518483656,39.69763583045356,-24.301957088156314,24.301957088156314,-24.357570163963437,24.357570163963437,-386.1120184789988,386.1120184789988,-44.426112350685216,44.426112350685216,-24.313103662655116,24.313103662655116,116.08668451669021,39.74210233176188,58.082423069632796,156.29585370096117,95.47034710060693
2023-10-21 01:00:00,32.147833530758795,71.10461830459123,39.182204470758954,388.1179457586222,38.38413985817262,46.51048947322162,-38.95678477383243,38.95678477383243,-7.034370940000159,7.034370940000159,-355.9701122278634,355.9701122278634,-6.236306327413821,6.236306327413821,-14.362655942462823,14.362655942462823,116.65987957307331,46.51048947322162,65.9355041267392,145.7421865128222,96.13738100112741
2023-10-21 02:00:00,116.27229196543776,61.63899382970631,39.182204470758954,417.3495659510618,53.71656182259287,38.872741462487994,54.63329813573145,54.63329813573145,77.09008749467881,77.09008749467881,-301.077273985624,301.077273985624,62.55573014284489,62.55573014284489,77.39955050294977,77.39955050294977,122.15201350732158,53.71656182259287,63.145432941007755,162.8064630611335,99.9905197946043
2023-10-21 03:00:00,0.0,78.28772272853226,40.87304622769414,425.1952490476291,49.893260179622416,92.67592745610959,-78.28772272853226,78.28772272853226,-40.87304622769414,40.87304622769414,-425.1952490476291,425.1952490476291,-49.893260179622416,49.893260179622416,-92.67592745610959,92.67592745610959,137.3850411279175,78.28772272853226,86.13438039207136,171.0021956046974,123.15316651583605
2023-10-21 04:00:00,0.0,56.379295837819875,39.69582044686549,437.8551995202765,49.124313204395555,37.133226843533926,-56.379295837819875,56.379295837819875,-39.69582044686549,39.69582044686549,-437.8551995202765,437.8551995202765,-49.124313204395555,49.124313204395555,-37.133226843533926,37.133226843533926,124.03757117057827,49.124313204395555,62.24803973195463,165.74357909915986,100.63164525215679
2023-10-21 05:00:00,54.984783567999315,41.72099461402785,38.030679792424465,391.8596088026706,54.129450469542604,53.35280679825571,13.263788953971464,13.263788953971464,16.95410377557485,16.95410377557485,-336.8748252346713,336.8748252346713,0.8553330984567111,0.8553330984567111,1.631976769743602,1.631976769743602,115.81870809538425,53.35280679825571,61.67385739885247,155.21550486809494,98.90111165881223
2023-10-21 06:00:00,175.11835130121287,35.603153157407725,39.574353088034,419.77671165739105,64.25089466267994,40.43417879562321,139.51519814380515,139.51519814380515,135.54399821317887,135.54399821317887,-244.65836035617818,244.65836035617818,110.86745663853293,110.86745663853293,134.68417250558966,134.68417250558966,119.92785827222717,40.43417879562321,58.79716808981814,62.3498723833182,68.41651955551097
2023-10-21 07:00:00,745.4163285300307,758.6991003371161,578.584633665263,724.647668207695,511.17402627411695,639.2132614759286,-13.282771807085396,13.282771807085396,166.83169486476766,166.83169486476766,20.768660322335677,20.768660322335677,234.24230225591373,234.24230225591373,106.20306705410212,106.20306705410212,642.4637379920239,639.2132614759286,640.6597133146649,687.9827399752321,654.9281358805596
2023-10-21 08:00:00,1135.169389243548,1113.9416948520948,1038.7671154369798,761.9675301664482,948.926543462389,1138.6710727419595,21.22769439145327,21.22769439145327,96.40227380656825,96.40227380656825,373.2018590770998,373.2018590770998,186.24284578115908,186.24284578115908,-3.5016834984114666,3.5016834984114666,1000.4547913319744,1038.7671154369798,1066.8431917812227,1087.314437163018,1074.072461498059
2023-10-21 09:00:00,2169.698947768137,2070.73898705745,2104.7192063307834,1067.6496566274202,874.1170994241664,2009.67992331715,98.95996071068703,98.95996071068703,64.97974143735337,64.97974143735337,1102.0492911407166,1102.0492911407166,1295.5818483439703,1295.5818483439703,160.01902445098676,160.01902445098676,1625.380974551394,2009.67992331715,1880.9913129480287,1918.813864183543,1866.9537327131804
2023-10-21 10:00:00,2361.2320162161946,2097.211935216742,2138.0372962097085,1173.442195854557,2265.861083357754,2146.914630208438,264.0200809994526,264.0200809994526,223.19472000648602,223.19472000648602,1187.7898203616376,1187.7898203616376,95.37093285844048,95.37093285844048,214.31738600775634,214.31738600775634,1964.2934281694402,2138.0372962097085,2103.833361933479,2072.24719160006,2075.0657777356373
2023-10-21 11:00:00,2773.590284807088,2521.204465654674,2547.74687899018,1285.7532166694048,2291.6236263969927,2566.658676530447,252.38581915241411,252.38581915241411,225.84340581690822,225.84340581690822,1487.8370681376834,1487.8370681376834,481.96665841009553,481.96665841009553,206.93160827664133,206.93160827664133,2242.5973728483395,2521.204465654674,2468.6319249213575,2451.2586010755053,2437.8183676748163
2023-10-21 12:00:00,2625.0104013100163,2379.0053497324993,2430.1108747739536,1375.2630008381545,3346.307334575213,2550.3699065625697,246.00505157751695,246.00505157751695,194.8995265360627,194.8995265360627,1249.7474004718617,1249.7474004718617,-721.2969332651969,721.2969332651969,74.64049474744661,74.64049474744661,2416.2112932964783,2430.1108747739536,2520.1719075891842,2441.576499850714,2481.8407622037794
2023-10-21 13:00:00,2826.755033787126,2736.213643569414,2704.7516575507993,1491.4211306515756,2697.620839093782,2734.755219892978,90.54139021771198,90.54139021771198,122.00337623632686,122.00337623632686,1335.3339031355506,1335.3339031355506,129.1341946933444,129.1341946933444,91.99981389414825,91.99981389414825,2472.9524981517097,2704.7516575507993,2675.141106500873,2656.797772841172,2641.1232074115514
2023-10-21 14:00:00,2396.2674094793647,2469.924944475949,2513.7725404013613,1229.3966309376922,2940.5291958926687,2479.912533989342,-73.65753499658422,73.65753499658422,-117.50513092199662,117.50513092199662,1166.8707785416725,1166.8707785416725,-544.261786413304,544.261786413304,-83.64512450997745,83.64512450997745,2326.707169139402,2479.912533989342,2491.2895633494963,2429.9558887290027,2437.697576249299
2023-10-21 15:00:00,1888.3717964313946,2179.639936830114,2144.748399031078,1149.6148483950815,2316.7710205593494,2128.043337235745,-291.2681403987194,291.2681403987194,-256.37660259968334,256.37660259968334,738.7569480363131,738.7569480363131,-428.39922412795477,428.39922412795477,-239.67154080435057,239.67154080435057,1983.7635084102735,2144.748399031078,2128.228505632754,2105.3980284258514,2092.4493293467854
2023-10-21 16:00:00,1483.315341432263,1344.9485246047075,1327.778177101861,1006.0136764263208,1800.1290228758587,1329.6618106564756,138.36681682755557,138.36681682755557,155.537164330402,155.537164330402,477.30166500594225,477.30166500594225,-316.81368144359567,316.81368144359567,153.65353077578743,153.65353077578743,1361.7062423330449,1329.6618106564756,1370.6010353678867,1345.389825738739,1353.0708689298917
2023-10-21 17:00:00,789.368653238119,742.9127654709343,648.713556411212,745.1127975993292,1081.6579744994256,602.9233571438882,46.45588776718466,46.45588776718466,140.65509682690697,140.65509682690697,44.25585563878985,44.25585563878985,-292.28932126130655,292.28932126130655,186.4452960942308,186.4452960942308,764.2640902249578,742.9127654709343,714.7348514717495,707.3213403990276,700.0543470350024
2023-10-21 18:00:00,0.0,38.31018670086178,36.18235184843085,435.64826803566456,103.14564388498161,29.166969906734277,-38.31018670086178,38.31018670086178,-36.18235184843085,36.18235184843085,-435.64826803566456,435.64826803566456,-103.14564388498161,103.14564388498161,-29.166969906734277,29.166969906734277,128.49068407533463,38.31018670086178,60.24609614531969,62.621370874965386,68.3917709024993
2023-10-21 19:00:00,143.20372285575053,57.4714264621047,44.458693985483826,449.7254338143108,46.93044799989988,76.26040186806779,85.73229639364583,85.73229639364583,98.74502887026671,98.74502887026671,-306.5217109585603,306.5217109585603,96.27327485585064,96.27327485585064,66.94332098768274,66.94332098768274,134.9692808259734,57.4714264621047,75.55444555361291,170.9312372828846,116.1916413897575
2023-10-21 20:00:00,0.0,46.059851052013535,34.98573729931417,378.28206212599014,59.998649739907556,32.880769951994196,-46.059851052013535,46.059851052013535,-34.98573729931417,34.98573729931417,-378.28206212599014,378.28206212599014,-59.998649739907556,59.998649739907556,-32.880769951994196,32.880769951994196,110.44141403384393,46.059851052013535,55.92696755938695,151.3020338493641,90.83313721979295
2023-10-21 21:00:00,0.0,52.920812887862496,35.66873587232431,420.2583069503815,37.492909763766406,39.94704179218619,-52.920812887862496,52.920812887862496,-35.66873587232431,35.66873587232431,-420.2583069503815,420.2583069503815,-37.492909763766406,37.492909763766406,-39.94704179218619,39.94704179218619,117.25756145330418,39.94704179218619,59.582248184208794,153.05876852827686,95.23322566284375
2023-10-21 22:00:00,0.0,59.66196006241632,40.26933372199071,361.3822081606723,44.78657248179701,27.916748331268078,-59.66196006241632,59.66196006241632,-40.26933372199071,40.26933372199071,-361.3822081606723,361.3822081606723,-44.78657248179701,44.78657248179701,-27.916748331268078,27.916748331268078,106.80336455162887,44.78657248179701,57.39440321427254,139.7652631854596,86.09192249649902
2023-10-21 23:00:00,0.0,71.67124245850455,40.851207005967524,400.7038865931297,54.956669637291675,32.14269569942443,-71.67124245850455,71.67124245850455,-40.851207005967524,40.851207005967524,-400.7038865931297,400.7038865931297,-54.956669637291675,54.956669637291675,-32.14269569942443,32.14269569942443,120.06514027886358,54.956669637291675,64.76609083087426,158.68083472404308,97.47564486213281
2023-10-22 00:00:00,127.72621273506148,54.00651002316805,37.895427005185205,505.4789934644826,63.41758362237485,32.75026160486035,73.71970271189343,73.71970271189343,89.83078572987628,89.83078572987628,-377.7527807294211,377.7527807294211,64.30862911268663,64.30862911268663,94.97595113020114,94.97595113020114,138.70975514401422,54.00651002316805,64.99200412502489,193.21268449524513,111.75340993585593
2023-10-22 01:00:00,0.0,53.96745638116663,38.72931910235861,484.5550495795307,45.32487116951696,32.83744212878662,-53.96745638116663,53.96745638116663,-38.72931910235861,38.72931910235861,-484.5550495795307,484.5550495795307,-45.32487116951696,45.32487116951696,-32.83744212878662,32.83744212878662,131.08282767227192,45.32487116951696,62.69683580705676,177.0939246925211,104.72128211008507
2023-10-22 02:00:00,0.0,71.57683013362431,46.24034847617808,432.4319560194346,53.670805742079544,39.77038185317609,-71.57683013362431,71.57683013362431,-46.24034847617808,46.24034847617808,-432.4319560194346,432.4319560194346,-53.670805742079544,53.670805742079544,-39.77038185317609,39.77038185317609,128.73806444489853,53.670805742079544,70.1727997605852,167.29915082528603,104.9432744353763
2023-10-22 03:00:00,0.0,46.74616073272386,39.69582044686549,421.26903384927095,52.3728640525087,34.58966617238017,-46.74616073272386,46.74616073272386,-39.69582044686549,39.69582044686549,-421.26903384927095,421.26903384927095,-52.3728640525087,52.3728640525087,-34.58966617238017,34.58966617238017,118.93470905074983,46.74616073272386,59.049109964830684,161.35370399560193,96.82571923275579
2023-10-22 04:00:00,188.35170729953163,41.79503081182555,46.116243630105004,396.3087550344217,54.89286935265218,38.99914570519668,146.55667648770608,146.55667648770608,142.23546366942662,142.23546366942662,-207.9570477348901,207.9570477348901,133.45883794687944,133.45883794687944,149.35256159433493,149.35256159433493,115.62240890684022,46.116243630105004,59.63242176364531,154.68464734041888,95.21943165362664
2023-10-22 05:00:00,0.0,44.93724828372445,37.38181102907867,450.7823400043519,62.887981003052815,34.01108182486125,-44.93724828372445,44.93724828372445,-37.38181102907867,37.38181102907867,-450.7823400043519,450.7823400043519,-62.887981003052815,62.887981003052815,-34.01108182486125,34.01108182486125,126.0000924290138,44.93724828372445,61.210624365839735,173.87106888764401,102.52674282682013
