iteration,datetime,actual,Iterative Random Forest,Iterative Gradient Boosting,Online Learning SGD,Adaptive Ensemble,Iterative Random Forest_error,Iterative Gradient Boosting_error,Online Learning SGD_error,Adaptive Ensemble_error
63,2023-05-30 22:00:00,0.0,12.812640075354153,4.2365543416834335,-137.31204385999683,-40.08761648098641,12.812640075354153,4.2365543416834335,137.31204385999683,40.08761648098641
64,2023-05-30 23:00:00,36.96594047180134,27.692277129049213,69.20927053763833,172.41190563580358,89.77115110083037,9.273663342752126,32.24333006583699,135.44596516400225,52.80521062902903
65,2023-05-31 00:00:00,0.0,18.102504797769758,37.669078389461504,165.24556941640617,73.67238420121248,18.102504797769758,37.669078389461504,165.24556941640617,73.67238420121248
66,2023-05-31 01:00:00,0.0,4.572602911667943,0.015946217725043482,-225.2073369408024,-73.53959593713647,4.572602911667943,0.015946217725043482,225.2073369408024,73.53959593713647
67,2023-05-31 02:00:00,0.0,23.23763325105904,11.213281297452546,55.73881534126588,30.06324329659249,23.23763325105904,11.213281297452546,55.73881534126588,30.06324329659249
68,2023-05-31 03:00:00,0.0,1.9579025170456927,0.015946217725041928,-1.8000254525370565,0.05794109407789283,1.9579025170456927,0.015946217725041928,1.8000254525370565,0.05794109407789283
69,2023-05-31 04:00:00,0.0,13.905955566839912,47.08040682451243,-48.03571054932138,4.316883947343655,13.905955566839912,47.08040682451243,48.03571054932138,4.316883947343655
70,2023-05-31 05:00:00,0.0,16.83178067859672,0.0167836045927676,146.43224328492903,54.4269358560395,16.83178067859672,0.0167836045927676,146.43224328492903,54.4269358560395
71,2023-05-31 06:00:00,116.57784600527648,38.055801046381525,0.023628837526383208,29.432860992530323,22.50409695881274,78.52204495889495,116.5542171677501,87.14498501274616,94.07374904646375
72,2023-05-31 07:00:00,529.2295525105517,477.27740836819464,482.0014414396728,450.39081708604715,469.8898889646382,51.95214414235704,47.22811107087887,78.83873542450453,59.33966354591348
73,2023-05-31 08:00:00,931.1740446644758,1001.7029712306321,986.9886279695831,1002.2030692675644,996.9648894892598,70.52892656615631,55.81458330510736,71.0290246030886,65.79084482478402
74,2023-05-31 09:00:00,1046.953304345317,1257.7598889570115,1354.1504158795078,1141.2492476985692,1251.0531841783627,210.80658461169446,307.19711153419075,94.29594335325214,204.09987983304563
75,2023-05-31 10:00:00,1592.9382851510945,1531.4579187182865,1476.5439275866427,1446.996016262564,1484.9992875224975,61.48036643280807,116.39435756445187,145.94226888853063,107.93899762859701
76,2023-05-31 11:00:00,1874.3159641419488,1644.4783909503362,1750.6377526343563,1831.9844564966575,1742.3668666937833,229.8375731916126,123.67821150759255,42.33150764529137,131.9490974481655
77,2023-05-31 12:00:00,1920.2220987625456,1678.1768882838546,1671.341439063617,2033.660267029195,1794.3928647922219,242.04521047869093,248.88065969892864,113.43816826664943,125.82923397032368
78,2023-05-31 13:00:00,1682.2702866341413,1697.6943635805007,1661.5956667180628,1592.47805360036,1650.589361299641,15.424076946359492,20.674619916078427,89.79223303378126,31.680925334500216
79,2023-05-31 14:00:00,1532.6387279812868,1535.9563554332494,1484.2682586801193,1841.7434686167312,1620.6560275767,3.3176274519626077,48.37046930116753,309.1047406354444,88.01729959541308
80,2023-05-31 15:00:00,1279.2367892406378,1323.5196811143212,1405.3248777470537,603.599396477139,1110.8146517795046,44.28289187368341,126.08808850641594,675.6373927634988,168.42213746113316
81,2023-05-31 16:00:00,1093.3842878956182,932.4233253687693,913.1380372842045,1474.8160980706639,1106.7924869078793,160.9609625268489,180.24625061141364,381.4318101750457,13.408199012261093
82,2023-05-31 17:00:00,510.7135084811432,477.6227772202159,555.8698935764418,609.4689571081883,547.653875968282,33.09073126092733,45.15638509529856,98.7554486270451,36.940367487138815
83,2023-05-31 18:00:00,0.0,42.921817296640576,-0.00223196645465242,26.460700878407124,23.12676206953101,42.921817296640576,0.00223196645465242,26.460700878407124,23.12676206953101
84,2023-05-31 19:00:00,0.0,30.781944577963174,3.89878102588595,66.16412829054343,33.61495129813085,30.781944577963174,3.89878102588595,66.16412829054343,33.61495129813085
85,2023-05-31 20:00:00,58.099189861677154,14.270074781292127,0.01577349540878208,-108.59994853447006,-31.438033419256385,43.82911508038502,58.083416366268374,166.69913839614722,89.53722328093355
86,2023-05-31 21:00:00,0.0,35.45928980500663,37.533254885006635,63.65788753298159,45.55014407433161,35.45928980500663,37.533254885006635,63.65788753298159,45.55014407433161
87,2023-05-31 22:00:00,16.084398984845567,17.399634081459546,22.39312879172743,-166.35992608028232,-42.189054402365116,1.3152350966139785,6.308729806881864,182.44432506512788,58.27345338721068
88,2023-05-31 23:00:00,0.0,18.6246721998468,21.828151766639838,259.8352653563493,100.09602977427863,18.6246721998468,21.828151766639838,259.8352653563493,100.09602977427863
89,2023-06-01 00:00:00,0.0,9.426099750627435,0.4783343714109244,-141.07512525501966,-43.72356371099376,9.426099750627435,0.4783343714109244,141.07512525501966,43.72356371099376
90,2023-06-01 01:00:00,66.58156708593663,5.714475609985436,0.01577349540878208,68.59474767469965,24.774998926697954,60.86709147595119,66.56579359052785,2.0131805887630208,41.80656815923867
91,2023-06-01 02:00:00,56.54163096495165,57.34244175192835,99.58991342871298,-11.300364317346748,48.54399695443151,0.8008107869766974,43.048282463761325,67.8419952822984,7.997634010520137
92,2023-06-01 03:00:00,0.0,23.137040466145148,28.45949579850776,121.588705611259,57.728413958637304,23.137040466145148,28.45949579850776,121.588705611259,57.728413958637304
93,2023-06-01 04:00:00,38.51547698494623,51.8606738444303,38.280141334011745,21.82745983757252,37.32275833867152,13.34519685948407,0.23533565093448772,16.688017147373714,1.192718646274713
94,2023-06-01 05:00:00,26.820799595949744,40.80937435530505,0.015065554638545926,43.148202332160736,27.99088074736811,13.98857475935531,26.805734041311197,16.327402736210992,1.1700811514183656
95,2023-06-01 06:00:00,66.99657618868098,37.90214872334352,8.706847989182206,48.244207451327725,31.617734721284478,29.094427465337453,58.28972819949877,18.75236873735325,35.3788414673965
96,2023-06-01 07:00:00,492.72083157134415,452.1352239784549,531.9145758343934,479.98418322955126,488.0113276807998,40.58560759288923,39.19374426304927,12.736648341792886,4.70950389054434
97,2023-06-01 08:00:00,1030.6650678929523,968.8043847645195,889.5802802299842,997.3955651635949,951.9267433860329,61.86068312843281,141.0847876629681,33.26950272935733,78.73832450691941
98,2023-06-01 09:00:00,1291.0864315503209,1176.429201316839,1209.220664389079,1327.9022319155288,1237.8506992071489,114.65723023348187,81.86576716124182,36.815800365207906,53.235732343172
99,2023-06-01 10:00:00,1586.0212542390423,1618.4915340015298,1627.5045038574403,1563.8701765766873,1603.288738145219,32.47027976248751,41.48324961839808,22.151077662354965,17.26748390617672
100,2023-06-01 11:00:00,1767.2723249199535,1710.7036082367229,1601.6955003453993,1880.492374893624,1730.9638278252487,56.568716683230605,165.57682457455417,113.22004997367048,36.30849709470476
101,2023-06-01 12:00:00,1505.2040587443898,1665.0359824176135,1610.2921463858306,1244.0676133616123,1506.465247388352,159.83192367322363,105.08808764144078,261.13644538277754,1.261188643962214
102,2023-06-01 13:00:00,1651.0873409994654,1604.4382673143289,1577.9587005533392,2466.5204798093223,1882.9724825589967,46.6490736851365,73.12864044612616,815.4331388098569,231.88514155953135
103,2023-06-01 14:00:00,1616.501588854023,1605.9034357389942,1912.443813006275,-342.61307375803244,1058.5780583290789,10.598153115028936,295.9422241522518,1959.1146626120556,557.9235305249442
104,2023-06-01 15:00:00,1347.075730953514,1335.643792263095,1319.3655085034786,5054.113593862429,2569.707631543001,11.431938690418974,27.710222450035417,3707.0378629089155,1222.6319005894868
105,2023-06-01 16:00:00,888.9467064452208,1110.3112423978585,1007.1139979424746,-4040.714775487255,-641.0965117156405,221.36453595263765,118.16729149725381,4929.661481932476,1530.0432181608612
106,2023-06-01 17:00:00,390.29751439748634,489.20121482436423,511.31697493181053,5582.287309158661,2194.268499638278,98.90370042687789,121.0194605343242,5191.989794761174,1803.9709852407918
107,2023-06-01 18:00:00,0.0,48.88810151297787,-0.6650473033210034,-5482.995454943096,-1811.5908002444796,48.88810151297787,0.6650473033210034,5482.995454943096,1811.5908002444796
108,2023-06-01 19:00:00,0.0,12.871328472589525,0.31110163102972527,4307.938195506125,1440.3735418699148,12.871328472589525,0.31110163102972527,4307.938195506125,1440.3735418699148
109,2023-06-01 20:00:00,173.54165881005468,41.418733429779785,22.69332731924468,-1369.762958753852,-435.2169660016092,132.1229253802749,150.84833149081,1543.3046175639067,608.7586248116638
110,2023-06-01 21:00:00,0.0,25.922403286425162,36.7414036489087,1994.9934143941537,685.8857404431625,25.922403286425162,36.7414036489087,1994.9934143941537,685.8857404431625
111,2023-06-01 22:00:00,0.0,25.44674528745597,16.75526664996656,-1639.9775112851373,-532.5918331159049,25.44674528745597,16.75526664996656,1639.9775112851373,532.5918331159049
112,2023-06-01 23:00:00,0.0,12.675601981734522,14.1901790056279,128.06534089731838,51.6437072948936,12.675601981734522,14.1901790056279,128.06534089731838,51.6437072948936
113,2023-06-02 00:00:00,124.22634561590742,8.211895123155124,8.244575210707387,-95.46331693686238,-26.33561553433329,116.0144504927523,115.98177040520004,219.6896625527698,150.5619611502407
114,2023-06-02 01:00:00,0.0,10.101542855006379,0.14985607433365444,-272.7316791428684,-87.49342673784278,10.101542855006379,0.14985607433365444,272.7316791428684,87.49342673784278
115,2023-06-02 02:00:00,0.0,27.008368461532044,1.413787215007787,-632.0818325175406,-201.2198922803336,27.008368461532044,1.413787215007787,632.0818325175406,201.2198922803336
116,2023-06-02 03:00:00,0.0,17.426709657030745,16.921682374935806,1672.9728473319515,569.1070797879727,17.426709657030745,16.921682374935806,1672.9728473319515,569.1070797879727
117,2023-06-02 04:00:00,0.0,8.518157173151643,1.001693529845891,-1079.9798640828947,-356.8200044599657,8.518157173151643,1.001693529845891,1079.9798640828947,356.8200044599657
118,2023-06-02 05:00:00,0.0,8.566412138276661,-0.17609004559699862,-21.345267165708265,-4.318315024342867,8.566412138276661,0.17609004559699862,21.345267165708265,4.318315024342867
119,2023-06-02 06:00:00,32.97310772028025,47.5014668113047,83.71180404675536,1261.4334068794085,464.2155592458229,14.528359091024456,50.738696326475115,1228.4602991591282,431.2424515255426
120,2023-06-02 07:00:00,401.2930059895391,448.2932623124508,496.7758932531716,-104.5400125571905,280.1763810028106,47.000256322911696,95.4828872636325,505.8330185467296,121.11662498672848
121,2023-06-02 08:00:00,829.3150832943893,1021.8399266313185,965.7119512834074,2252.328147445631,1413.2933417867857,192.52484333692917,136.39686798901812,1423.013064151242,583.9782584923964
122,2023-06-02 09:00:00,1304.4030752132965,1143.458235513259,1159.8973069868725,246.72803522354275,850.0278592412247,160.9448397000374,144.50576822642392,1057.6750399897537,454.3752159720717
123,2023-06-02 10:00:00,1670.3527570756398,1745.2091384028433,1810.9797560786892,1134.833001555529,1563.673965345687,74.85638132720351,140.62699900304938,535.5197555201107,106.67879172995276
124,2023-06-02 11:00:00,1868.5737671869308,1626.5272868213076,1605.4753359871886,2212.2596981420265,1814.7541069835074,242.0464803656232,263.0984311997422,343.6859309550957,53.81966020342338
125,2023-06-02 12:00:00,1805.4336473399574,1597.0826576443092,1596.0826581684082,2247.16989860811,1813.445071473609,208.3509896956482,209.35098917154914,441.7362512681527,8.011424133651644
126,2023-06-02 13:00:00,1742.1421894788164,1614.6425392438582,1600.3685246473954,1401.2935689870487,1538.768210959434,127.49965023495815,141.773664831421,340.84862049176763,203.37397851938226
127,2023-06-02 14:00:00,1479.7655213180105,1708.0786726641404,1813.669122116387,2491.9251360197386,2004.5576436000883,228.31315134612987,333.9036007983764,1012.1596147017281,524.7921222820778
128,2023-06-02 15:00:00,1327.6018729727793,1265.334873073437,1232.5510959469111,1498.2285447220434,1332.0381712474637,62.26699989934241,95.05077702586823,170.626671749264,4.4362982746843045
129,2023-06-02 16:00:00,942.6248305241361,1068.2027269860605,1053.90101410877,543.5589338577602,888.5542249841969,125.57789646192441,111.27618358463383,399.0658966663759,54.07060553993915
130,2023-06-02 17:00:00,352.2140461046447,470.8529473864848,504.1800724218833,615.0746140267057,530.0358779450246,118.6389012818401,151.96602631723863,262.860567922061,177.8218318403799
131,2023-06-02 18:00:00,31.879902298272683,119.90457016557798,119.68124429046289,-886.9748800396776,-215.79635519454555,88.0246678673053,87.8013419921902,918.8547823379503,247.67625749281825
132,2023-06-02 19:00:00,0.0,3.930531474092791,3.637029604266638,-420.7011719178495,-137.71120361316332,3.930531474092791,3.637029604266638,420.7011719178495,137.71120361316332
133,2023-06-02 20:00:00,138.5747661742052,4.410232606533535,9.284437428800826,597.3258900203255,203.67352001855326,134.16453356767167,129.29032874540437,458.75112384612027,65.09875384434807
134,2023-06-02 21:00:00,0.0,3.012799609680984,-0.5572056112257826,422.0704463428554,141.5086801137702,3.012799609680984,0.5572056112257826,422.0704463428554,141.5086801137702
135,2023-06-02 22:00:00,19.86068334093469,30.116328742249824,2.4586944035640808,-1326.076619396615,-431.16719875026695,10.255645401315135,17.401988937370607,1345.9373027375495,451.02788209120166
136,2023-06-02 23:00:00,3.415781956675511,22.573863971950836,6.312245953764893,-216.7927603978519,-62.63555015737872,19.158082015275326,2.8964639970893815,220.20854235452742,66.05133211405423
137,2023-06-03 00:00:00,0.0,20.827347410862355,12.519600159322296,-196.05519429593073,-54.23608224191535,20.827347410862355,12.519600159322296,196.05519429593073,54.23608224191535
138,2023-06-03 01:00:00,0.0,23.126815889573994,14.517690633577718,-255.85699890332808,-72.73749746005879,23.126815889573994,14.517690633577718,255.85699890332808,72.73749746005879
139,2023-06-03 02:00:00,5.490255994620446,90.26110597316574,145.71096227272417,-737.3753471535925,-167.13442630256753,84.7708499785453,140.22070627810373,742.865603148213,172.62468229718797
140,2023-06-03 03:00:00,84.9753046101753,30.25799861430531,43.116142758758436,-441.3103222001813,-122.64539360903919,54.71730599586999,41.859161851416864,526.2856268103566,207.6206982192145
141,2023-06-03 04:00:00,0.0,28.025924564417366,18.8851748425351,-722.4540866894788,-225.1809957608421,28.025924564417366,18.8851748425351,722.4540866894788,225.1809957608421
142,2023-06-03 05:00:00,0.0,26.334926010389367,32.67808808001971,395.6960037133615,151.56967260125685,26.334926010389367,32.67808808001971,395.6960037133615,151.56967260125685
143,2023-06-03 06:00:00,0.0,8.763765085599415,-0.17556091845505345,75.28743323866934,27.9585458019379,8.763765085599415,0.17556091845505345,75.28743323866934,27.9585458019379
144,2023-06-03 07:00:00,414.3724089254569,421.6655453716872,396.2135801573383,454.7977778020139,424.2256344436798,7.293136446230278,18.15882876811861,40.425368876557,9.853225518222871
145,2023-06-03 08:00:00,923.2479415987917,983.1599470933237,989.1561631474968,111.02441870857467,958.2696165214587,59.91200549453197,65.90822154870511,812.223522890217,35.02167492266699
146,2023-06-03 09:00:00,1365.200124625679,1330.463628006277,1201.9487066405893,1104.3446378479684,1234.6545458866578,34.73649661940203,163.2514179850898,260.85548677771067,130.54557873902127
147,2023-06-03 10:00:00,1617.2444178594917,1658.6159363835113,1665.9123229521017,1179.0228547171105,1647.6758488815026,41.37151852401962,48.66790509261,438.2215631423812,30.431431022010884
148,2023-06-03 11:00:00,1641.5134672895085,1721.0091617715946,1665.1611444514226,1995.320403268757,1691.766797605118,79.49569448208604,23.64767716191409,353.80693597924846,50.253330315609446
149,2023-06-03 12:00:00,1945.6766811827295,1700.7156153793,1830.4611134247375,2303.9418447296543,1809.9137130475615,244.9610658034294,115.21556775799195,358.2651635469249,135.76296813516797
150,2023-06-03 13:00:00,1439.503499631062,1740.6974461324764,1844.2132828920562,1846.3802254179336,1815.3265072398478,301.19394650141453,404.7097832609943,406.8767257868717,375.82300760878593
151,2023-06-03 14:00:00,1650.7979954219184,1604.8551871698235,1656.7035286531893,2335.7347537335577,1664.7852599929565,45.94280825209489,5.905533231270965,684.9367583116393,13.987264571038168
152,2023-06-03 15:00:00,1170.6762961723966,1348.1598698592388,1331.9464059313248,882.1627040859942,1321.521120705765,177.4835736868422,161.27010975892813,288.51359208640247,150.8448245333684
153,2023-06-03 16:00:00,1015.6225069625278,1029.9315448884306,1033.656054984602,919.116262313089,1028.8042025851187,14.309037925902771,18.033548022074115,96.50624464943883,13.181695622590837
154,2023-06-03 17:00:00,346.0818114049749,395.01526153189013,363.43630807435136,-59.06256936606803,358.2171315402475,48.933450126915204,17.35449666937643,405.14438077104296,12.135320135272593
155,2023-06-03 18:00:00,0.0,67.57227160634393,10.884334622722086,1338.4941663455588,70.90291948527383,67.57227160634393,10.884334622722086,1338.4941663455588,70.90291948527383
