Forecast_Generation_W,Uncertainty_W,Minimum_Guaranteed_Energy_W,Final_Bid_Percentage
3626.262626262626,345.4545454545455,2641.8686868686864,95.0
3666.6666666666665,350.0,2670.4166666666665,95.0
3707.0707070707067,354.54545454545456,2698.9646464646457,95.0
3747.4747474747473,359.0909090909091,2727.512626262626,95.0
3787.8787878787875,363.6363636363637,2756.0606060606056,95.0
3828.282828282828,368.1818181818182,2784.6085858585857,94.99999999999999
3868.6868686868684,372.72727272727275,2813.1565656565654,95.0
3909.090909090909,377.2727272727273,2841.704545454545,95.0
3949.494949494949,381.81818181818187,2870.252525252525,95.0
3989.89898989899,386.3636363636364,2898.800505050505,95.0
4030.30303030303,390.90909090909093,2927.3484848484845,95.0
4070.7070707070707,395.4545454545455,2955.8964646464647,95.0
4111.111111111111,400.00000000000006,2984.4444444444443,95.0
4151.515151515152,404.54545454545456,3012.9924242424245,95.0
4191.919191919192,409.0909090909091,3041.5404040404037,95.0
4232.323232323232,413.6363636363637,3070.088383838384,95.0
4272.727272727272,418.1818181818182,3098.636363636363,95.0
4313.131313131313,422.72727272727275,3127.184343434343,94.99999999999999
4353.535353535353,427.2727272727273,3155.732323232323,95.0
4393.939393939394,431.81818181818187,3184.280303030303,95.0
4434.343434343435,436.3636363636364,3212.828282828283,94.99999999999999
4474.747474747474,440.90909090909093,3241.376262626262,95.0
4515.151515151515,445.4545454545455,3269.9242424242425,95.0
4555.555555555555,450.00000000000006,3298.4722222222213,94.99999999999999
4595.959595959595,454.54545454545456,3327.0202020202014,95.0
4636.363636363636,459.0909090909091,3355.568181818181,95.0
4676.767676767677,463.6363636363637,3384.116161616161,95.0
4717.171717171717,468.18181818181824,3412.6641414141413,95.0
4757.575757575758,472.72727272727275,3441.2121212121215,95.0
4797.979797979798,477.2727272727273,3469.7601010101007,95.0
4838.383838383838,481.81818181818187,3498.3080808080804,95.0
4878.787878787878,486.3636363636364,3526.8560606060605,95.0
4919.191919191919,490.90909090909093,3555.40404040404,95.0
4959.595959595959,495.4545454545455,3583.95202020202,94.99999999999999
5000.0,500.0,3612.5,95.0
