Commitment_W,Expected_Revenue_dollar_per_MWh,Expected_Penalties_dollar_per_MWh,Net_Profit_dollar_per_MWh,Penalty_Risk_Percent
4117.045454545455,205.85227272727275,15.960055810487445,189.89221691678532,84.35344812750115
4131.060606060606,206.5530303030303,16.53223680185496,190.02079350117535,85.01603147192033
4145.075757575758,207.2537878787879,17.10759117427499,190.1461967045129,85.65963148427869
4159.090909090909,207.95454545454544,17.68583046364554,190.2687149908999,86.28430108389786
4173.106060606061,208.65530303030303,18.266673150020463,190.38862988028256,86.89012092982702
4187.121212121212,209.3560606060606,18.849845168171264,190.50621543788932,87.47719840733403
4201.136363636364,210.05681818181822,19.435080374690607,190.6217378071276,88.04566656230489
4215.151515151515,210.75757575757575,20.022120971010445,190.7354547865653,88.59568298926057
4229.166666666667,211.45833333333334,20.610717881958838,190.8476154513745,89.12742867874088
4243.181818181818,212.1590909090909,21.200631089720286,190.95845981937063,89.64110682980831
4257.19696969697,212.8598484848485,21.791629923302835,191.06821856154568,90.136941633403
4271.212121212121,213.56060606060606,22.383493303840005,191.17711275676606,90.6151770322218
4285.227272727273,214.26136363636365,22.976009946275184,191.28535369008847,91.07607546271241
4299.242424242424,214.96212121212122,23.56897851818041,191.3931426939408,91.51991658466085
4313.257575757576,215.66287878787878,24.162207756658002,191.50067103122078,91.94699600371474
4327.272727272727,216.36363636363635,24.755516544452583,191.60811981918377,92.35762399202237
4341.287878787879,217.06439393939394,25.348733946571397,191.71565999282254,92.75212421198678
4355.30303030303,217.7651515151515,25.941699208861895,191.8234523062896,93.1308324479285
4369.318181818182,218.4659090909091,26.53426172013676,191.93164737077234,93.4940953502316
4383.333333333333,219.16666666666666,27.126280939558068,192.0403857271086,93.84226919630905
4397.348484848485,219.86742424242425,27.717626291102885,192.14979795132137,94.17571867247311
4411.363636363636,220.56818181818178,28.30817702702325,192.26000479115854,94.49481568053284
4425.378787878788,221.2689393939394,28.897822062293656,192.37111733164573,94.79993817266885
4439.393939393939,221.96969696969697,29.486459782098667,192.4832371875983,95.09146901785374
4453.409090909091,222.67045454545456,30.073997824463355,192.5964567209912,95.36979490280268
4467.424242424242,223.3712121212121,30.66035284015908,192.71085928105302,95.63530527014623
4481.439393939394,224.0719696969697,31.245450232038287,192.8265194649314,95.88839129622909
4495.454545454546,224.77272727272728,31.829223875953602,192.94350339677368,96.12944491064489
4509.469696969697,225.47348484848487,32.41161582541082,193.06186902307405,96.35885785932948
4523.484848484848,226.1742424242424,32.99257600208255,193.18166642215985,96.57702081274896
4537.5,226.875,33.572061874277146,193.30293812572285,96.78432252043862
4551.515151515152,227.5757575757576,34.1500381254144,193.4257194503432,96.98114901287502
4565.530303030303,228.27651515151513,34.72647631450545,193.55003883700968,97.16788285139839
4579.545454545455,228.97727272727275,35.30135453057198,193.67591819670076,97.34490242664575
4593.560606060606,229.6780303030303,35.87465704286749,193.80337326016283,97.51258130570932
4607.575757575758,230.3787878787879,36.446373948687146,193.93241393010075,97.67128762800054
4621.590909090909,231.07954545454544,37.016500820465,194.06304463408043,97.82138354957718
4635.606060606061,231.78030303030303,37.585038353769455,194.19526467653358,97.963224735482
4649.621212121212,232.4810606060606,38.15199201771047,194.32906858835014,98.09715989944547
4663.636363636364,233.18181818181822,38.71737170917498,194.46444647264323,98.22353039012314
4677.651515151515,233.88257575757575,39.28119141220346,194.60138434537228,98.34266982287072
4691.666666666667,234.58333333333334,39.84346886371865,194.7398644696147,98.45490375590707
4705.681818181818,235.2840909090909,40.404225226710246,194.87986568238065,98.56054940957732
4719.69696969697,235.9848484848485,40.96348477187659,195.02136371297192,98.65991542730453
4733.712121212121,236.68560606060606,41.52127456861652,195.16433149198954,98.75330167670958
4747.727272727273,237.38636363636365,42.0776241861629,195.30873945020076,98.84099908928489
4761.742424242424,238.08712121212122,42.632565405544874,195.45455580657634,98.92328953692683
4775.757575757576,238.78787878787878,43.18613194296751,195.60174684491128,99.000445743566
4789.772727272727,239.48863636363635,43.738359185098176,195.75027717853817,99.07273123008085
4803.787878787879,240.18939393939394,44.289283936656936,195.900110002737,99.14040029064063
4817.80303030303,240.8901515151515,44.83894418061524,196.05120733453626,99.20369799859566
4831.818181818182,241.5909090909091,45.38737885122366,196.20353023968545,99.26286024001692
4845.833333333334,242.29166666666669,45.93462762000438,196.3570390466623,99.31811377298239
4859.848484848485,242.99242424242425,46.48073069476938,196.5116935476549,99.36967631071253
4873.863636363636,243.69318181818178,47.02572863165098,196.6674531865308,99.41775662667357
4887.878787878788,244.3939393939394,47.56966216006444,196.82427723387497,99.46255467979019
4901.89393939394,245.094696969697,48.112572020460114,196.9821249492369,99.50426175794334
4915.909090909091,245.79545454545456,48.654498814665544,197.14095573078902,99.54306063796727
4929.924242424242,246.4962121212121,49.19548286856528,197.30072925264682,99.57912576040819
4943.939393939394,247.1969696969697,49.735564106820355,197.46140559014933,99.61262341735855
4957.954545454546,247.89772727272728,50.27478193928683,197.62294533344044,99.64371195173962
4971.969696969697,248.59848484848487,50.813175158757595,197.78530968972728,99.67254196646793
4985.984848484848,249.2992424242424,51.35078184961876,197.94846057462365,99.69925654200667
5000.0,250.0,51.887639306985875,198.11236069301412,99.72399146087375
