timestamp,actual,prophet_predicted
2024-12-04 16:00:00,45860.631547946905,38606.27461254688
2024-12-04 17:00:00,16119.490126526554,19317.690810836193
2024-12-04 18:00:00,0.0,4990.8899980079805
2024-12-04 19:00:00,0.0,-1368.3109104270552
2024-12-04 20:00:00,0.0,-1390.108863065252
2024-12-04 21:00:00,0.0,507.29802051675506
2024-12-04 22:00:00,0.0,927.1722026668504
2024-12-04 23:00:00,0.0,-255.63818933888615
2024-12-05 00:00:00,0.0,-1036.431090799073
2024-12-05 01:00:00,0.0,-248.20658886817182
2024-12-05 02:00:00,0.0,921.781056509215
2024-12-05 03:00:00,0.0,490.53845928809824
2024-12-05 04:00:00,0.0,-1367.8723298625373
2024-12-05 05:00:00,0.0,-1242.979485151929
2024-12-05 06:00:00,0.0,5221.4685924387195
2024-12-05 07:00:00,17505.025349617124,19555.76243434885
2024-12-05 08:00:00,46335.91065869441,38709.64882823076
2024-12-05 09:00:00,62894.53693468855,57002.72674612219
2024-12-05 10:00:00,71203.19188535055,69993.65580642139
2024-12-05 11:00:00,79071.67141382782,76758.70769226673
2024-12-05 12:00:00,78332.88145858794,78770.25130829182
2024-12-05 13:00:00,73752.59325570444,76959.86211228627
2024-12-05 14:00:00,72476.37667114951,70244.08093217632
2024-12-05 15:00:00,59348.52775278103,57118.61417778308
2024-12-05 16:00:00,30976.98545305388,38612.70795283499
2024-12-05 17:00:00,17024.53818628831,19315.833021732236
2024-12-05 18:00:00,5173.4984804364185,4980.439250767693
2024-12-05 19:00:00,0.0,-1387.6935427273384
2024-12-05 20:00:00,0.0,-1418.7930151626206
2024-12-05 21:00:00,0.0,468.91947662200255
2024-12-05 22:00:00,0.0,878.691597681136
2024-12-05 23:00:00,0.0,-314.63403590847156
2024-12-06 00:00:00,0.0,-1106.350879540354
2024-12-06 01:00:00,0.0,-329.44399428775796
2024-12-06 02:00:00,0.0,828.8583238283318
2024-12-06 03:00:00,0.0,385.59981369028174
2024-12-06 04:00:00,0.0,-1485.109142028923
2024-12-06 05:00:00,0.0,-1372.737309563996
2024-12-06 06:00:00,0.0,5079.037081272661
2024-12-06 07:00:00,23536.1283429512,19400.585007176356
2024-12-06 08:00:00,46729.35529187818,38541.74331150029
2024-12-06 09:00:00,59428.93059994852,56822.20979523532
2024-12-06 10:00:00,72727.98029624583,69800.75069965151
2024-12-06 11:00:00,77839.1696546196,76553.75097628414
2024-12-06 12:00:00,86889.39820909237,78553.69817621922
2024-12-06 13:00:00,70657.77931928272,76732.29039205748
2024-12-06 14:00:00,69953.9695121525,70006.19357931404
2024-12-06 15:00:00,63604.03894072937,56871.24019496115
2024-12-06 16:00:00,37833.2227941468,38356.80166795105
2024-12-06 17:00:00,18039.83726950288,19052.471685415472
2024-12-06 18:00:00,0.0,4710.8189315497075
2024-12-06 19:00:00,0.0,-1662.2637633819359
2024-12-06 20:00:00,0.0,-1696.8985233864514
2024-12-06 21:00:00,0.0,188.7897181550361
2024-12-06 22:00:00,0.0,598.1343816455119
2024-12-06 23:00:00,0.0,-593.948297721894
2024-12-07 00:00:00,0.0,-1382.6916489864307
